Source,Word,Definition
ENG FRE,sabot0=HOOVESfhoof,donner des coups de sabot; danser en état d'ivresse; déambuler2
ENG FRE,hoofmarks2hoofprint,trace de sabots0
ENG FRE,hoofprintsXhook up,liaison au réseau central; relier au réseau central
ENG FRE,hookworms)hooky,multi-crochet0!
ENG FRE,hoola hoop,jante de hoola-hoop
ENG FRE,hoop skirt,jupon de hoop
ENG FRE,houp!4*hoopless,dépourvu de cercles1
ENG FRE,hoosegows9hoot,hululement; coup de klaxon; huée0=
ENG FRE,hop,"houblon (botanique); sautillement, saut; (internet) hip, point d'intersection entre ordinateurs en réseau (par lequel est transmis l'information sur réseau)0="
ENG FRE,hop,"sauter, sautiller; houblonner2="
ENG FRE,hope that,espérer que-
ENG FRE,horehoundshorizon bar,barre de l'horizon (le lien montrant la localisation de l'horizon à l'appareil de l'horizon artificiel)
ENG FRE,hornbills+hornbook,abécédaire0!
ENG FRE,hornbooksdhorned viper,"vipère, céraste (serpent venimeux abritant le désert)"
ENG FRE,cornu1Ohornpipe,"matelote, danse de marins (au son d'une corne)0"
ENG FRE,hornpipes,"à monture lourde, à grosse monture1"
ENG FRE,hornworts@horny,dur; corné; calleux; excité1=
ENG FRE,horologes!horologic,d'horloge1!
ENG FRE,horoscopes*horrendous,"horrible, affreux1"
ENG FRE,horse race,course de chevaux
ENG FRE,horse show,spectacle de chevaux
ENG FRE,horsehidesBhorselaugh,"rire de cheval, rire grossier0"
ENG FRE,horseshoesGhorseshoe,fer à cheval2
ENG FRE,horsetails2horsewhip,fouet; cravache0=
ENG FRE,horsewhips+horsewhip,"fouetter, cravacher2="
ENG FRE,hosannahs)hose,tuyau; tube; bas0=
ENG FRE,hospitalsYhospitalism,hospitalisme (dépression s'ensuivant d'une attente à l'hôpital)0!
ENG FRE,host table,"table d'hôtes, fichier comprenant les adresses numériques connues d'hôtes"
ENG FRE,hôte2hostshostedhostingAhostage taking,prise d'otages
ENG FRE,otage,maison pour femmes battues
ENG FRE,hostelriesOhostess,hôtesse; aubergiste; steward; compagne de danse0=
ENG FRE,hostessesEhostile activity,activité hostile
ENG FRE,hot ashes,"des cendres, des cendres fumantes"
ENG FRE,hot blood,"le sang chaud, ardent, passionné"
ENG FRE,hot drink,boisson chaude
ENG FRE,hot pepper,piment fort
ENG FRE,hot plate,moules à chauffer
ENG FRE,hot sheet,"liste des effets volés, liste des objets volés"
ENG FRE,hot temper,"emporté, fougueux, coléreux, à tempérament chaud"
ENG FRE,hot,"chaud, ardent, bouillant, brûlant; piquant, cuisant, épicé; frais1"
ENG FRE,hot,avec enthousiasme3
ENG FRE,serre0hotbedsMhotchpot,concentration des biens d'un défunt (au jurisprudence)0!
ENG FRE,hôtel0hotels)hotelier,hôtelier0
ENG FRE,hoteliers/hotelkeeper,hôtelier0
ENG FRE,hothouseshotline for battered women,ligne d'urgence pour les femmes battues
ENG FRE,hour hand,"aiguille des heures, petite aiguille"
ENG FRE,houseboats8housebound,interdit de sortir de la maison1
ENG FRE,housecoatsHhousedress,"robe de chambre, robe d'intérieur0"
ENG FRE,housefliesHhouseful,"maison pleine, auditoire plein de monde0"
ENG FRE,housefuls houseful,maisonnée1
ENG FRE,hôte0houseguestsMhousehold arts,économie domestique; ménage
ENG FRE,households;household,"de ménage, de l'économie domestique1>"
ENG FRE,HOUSESITSHOUSESITTING2housetop,toit d'une maison0
ENG FRE,housetopsChousewares,"ustensiles domestiques, objets domestiques0"
ENG FRE,housewives,management d'économie domestique0!
ENG FRE,how awful,"c'est affreux, c'est terrible, c'est horrible"
ENG FRE,how come?,"comment cela se fait-il?, et comment ça se fait?"
ENG FRE,how many?,combien?
ENG FRE,how much?,combien?; combien ça coûte?
ENG FRE,how often?,combien de fois?
ENG FRE,how,comment3
ENG FRE,hp,puissance en chevaux hp (horse power)
ENG FRE,hr,heure (abréviation)= hr (hour)
ENG FRE,hrs,heures hrs (hours)
ENG FRE,huaracheschub of the universe,le centre de l'Univers
ENG FRE,hub,centre d'activité; centre; foyer; (informatique) centre du disque que le lecteur attrape pour le faire tourner0=
ENG FRE,hue,"teinte, nuance; clameur0"
ENG FRE,hug,étreinte0
ENG FRE,hug,"étreindre, serrer dans les bras; adopter2"
ENG FRE,huge wave,"vague immense, une grosse vague, inondé d'eau"
ENG FRE,hugged him,"l'a enlacé, lui est tombé dans les bras, lui a sauté au cou"
ENG FRE,hum a tune,chantonner une mélodie
ENG FRE,hum,"fredonnement, bourdonnement0="
ENG FRE,hum,"fredonner, bouger; vrombir; chauffer (argot); puer2"
ENG FRE,human kind,l'humanité
ENG FRE,human race,le genre humain
ENG FRE,humanistshumanistic subjects,"matières humanistes (matières qui ne sont pas réelles, matières spirituelles)"
ENG FRE,humanities0humanization,"humanisation, culture0"
ENG FRE,humanizers3humankind,"l'Humanité, le genre humain0"
ENG FRE,humbuggersLhumdinger,"quelque chose d'extraordinaire, sensation0"
ENG FRE,humdingershumdrum,monotone1
ENG FRE,humidities5humidly,"de façon humide, en humidifiant3"
ENG FRE,humorists#humorless,sans humour1=
ENG FRE,bosse0=humps8hump,arrondir; voûter2
ENG FRE,humpbackshumpbacked,bossu1
ENG FRE,hunchbackshunchbacked,bossu1
ENG FRE,cent0hundredshundred,cent1
ENG FRE,hundredths hundredth,centième1
ENG FRE,"hungering""hungerless",sans faim1
ENG FRE,hungriest5hunk,gros morceau; morceau; bosse0
ENG FRE,hunkering*hunkers,"derrière, postérieur0"
ENG FRE,hunky dory,"O.K., d'accord, ""je suis partant"">"
ENG FRE,huntresses(huntsman,chasseur0
ENG FRE,hurricanes-hurriedly,"à la hâte, hâtivement3"
ENG FRE,hurry up!,dépêche-toi!
ENG FRE,husbanders)husbandlike,relatif au mari1
ENG FRE,husbandmen6husbandry,"agriculture, économie; gestion0"
ENG FRE,hush hush,"top secret, ultra-secret(e)"
ENG FRE,hush money,"pots de vin, corruption"
ENG FRE,hut,"hutte, cabane0"
ENG FRE,hyacinths%hyacinthine,hyacinthine3
ENG FRE,hyalogens4hyaloid,"hyaloïde, vitreux, transparent1!"
ENG FRE,hyalomeresahyaloplasm,"hyaloplasme, partie transparente du protoplasme d'une cellule (biologie)0"
ENG FRE,hydre0hydras6hydraemia,"hydraemia, excès d'eau au sang0!"
ENG FRE,hydrangeas0hydrant,bouche d'incendie0
ENG FRE,hydrating5hydration,hydration (chimie)0
ENG FRE,hydrationsUhydrator,"hydratant, ajoutant de l'eau (à un composé chimique)0"
ENG FRE,hydratorsEhydraulic brake,frein hydraulique
ENG FRE,hydrazones*hydremia,excès d'eau au sang0!
ENG FRE,hydrogensUhydrogenate,hydrogéner (chimie)2!
ENG FRE,hydrolyses,hydrolytique (dissimulation ionique des chlorohydrites dans l'eau)1!
ENG FRE,hydropses7hydropsy,hydropisie (médecine)0!
ENG FRE,hydropsiesJhydrosol,"hydrosol, suspension colloïdale dans l'eau (chimie)0"
ENG FRE,hydrotaxesZhydrotherapeutic,"hydrothérapique, relatif au traitement par l'eau (médecine)1"
ENG FRE,hydroxides1hydroxy,hydroxy (espèce de radical)0!
ENG FRE,hydrozoans hyena,hyène0
ENG FRE,hygienistsShygrometer,"hygromètre, instrument de mesure de l'humidité0"
ENG FRE,hymnbooks=hymnody,fait de chanter des cantiques; cantique0
ENG FRE,hyoid bone,hyoïde
ENG FRE,hyperbolesChyperbolic,hyperbolique (de la forme d'une hyperbole)1
ENG FRE,hyperlinksFhyperlipemia,"hyperlipémie, excès de lipides dans le sang0"
ENG FRE,hyperopes&hyperopia,vue à distance0
ENG FRE,hypertexts'hyperthermia,hyperthermie0
ENG FRE,hypnotists3hypnotizable,qui se prête à l'hypnose1
ENG FRE,hypoblastshypoblastic,"hypoblastique, relatif à l'hypoblaste, endoderme, l'une des trois couches embryonnaires (embryologie)1"
ENG FRE,"hypocrites""hypocritic",hypocrite1
ENG FRE,hypophysesHhypopituitarism,"hypopituitarisme, subactivité de la glande0!"
ENG FRE,hypoploidsqhypoploidy,situation où le nombre de chromosomes est inférieur à la normale (biologie)0
ENG FRE,hypostases?hypostatic,hypostatique; de personnalité de Jésus1!
ENG FRE,hypotheses3hypothesist,hypothésiste0!
ENG FRE,hypotonias1hypotonic,hypotonique (physiologie)1
ENG FRE,hypotonies:hypoxanthine,hypoxanthine (composé chimique)0!
ENG FRE,hysteriasKhysteric,"hystérique, atteint d'hystérie, relatif à l'hystérie1"
ENG FRE,ib,mentionné ci-dessus0! ib (ibid)
ENG FRE,ib.,mentionné ci-dessus0! ib. (ibidem)
ENG FRE,ice coffee,café glacé
ENG FRE,ice field,champ de glace
ENG FRE,ice lolly,"sucette glacée, esquimau"
ENG FRE,ice skates,Patins à glace>
ENG FRE,ice water,"eau gelée, eau glacée"
ENG FRE,ice,"glace, crème glacée; glaçon; verglas; glacière, glaçage; sucre glace0"
ENG FRE,ice,"glacer, rafraîchir; geler, givrer2"
ENG FRE,ice,de glace1
ENG FRE,ice-skate,patiner sur glace (sport)
ENG FRE,ichthyosespichthyotic,"relatif à l'ichtyose, formation d'écailles et de desquamation de la peau (dermatologie)1"
ENG FRE,ICOSAHEDRA4icteric,"ictérique, atteint de jaunisse1"
ENG FRE,icy,"glacial, givré, verglacé1"
ENG FRE,id,"idaho (en psychanalyse, il s'agit du côté camouflé de la personnalité)0"
ENG FRE,ide'e fixe,"une idée fixe (être têtu, n'avoir qu'une idée en tête, ne pas démordre de son idée)"
ENG FRE,ideal gas,"gaz idéal, gaz parfait (composé de molécules bi-atomiques)"
ENG FRE,identities1ideo,"idéo-, préfixe signifiant idée9"
ENG FRE,ideogramsRideograph,"idéogramme, signe graphique représentant un mot0"
ENG FRE,ideographsgideographic,"idéographique, exprimé par idéogrammes, signes graphiques représentant un mot1"
ENG FRE,ideologiesVideomotor,idéomoteur (d'une activité motrice motivée par une conception)1!
ENG FRE,idle hours,heures oisives
ENG FRE,idle money,"argent inactif, argent improductif (liquidités détenus aux mains du public comme moyen de paiements, argents que l'on ne peut pas compter)"
ENG FRE,idle talk,"conversation futile, futilités"
ENG FRE,idle time,"temps stérile, temps inutile, temps d'oisiveté"
ENG FRE,idled away,"être oisif, passer son temps à ne rien faire"
ENG FRE,idolatersIidolatrous,"idolâtre; qui adore les idoles, qui se prosterne1!"
ENG FRE,idolatries%idolization,idolisation0
ENG FRE,idolizing,"en adoration pour lui, l'ont rendu une idole"
ENG FRE,idolizers2idyll,"idylle, chose idyllique0"
ENG FRE,if,si (condition; supposition)0
ENG FRE,if,si; est-ce que; si seulement; malgré; à la condition que7
ENG FRE,ignitionsGignobility,ignobilité; infériorité; infériorité de classe0!
ENG FRE,ignominies4ignoramus,"ignare, ignorant0"
ENG FRE,ileitidesLileocecal,"iléo-cécal, relatif à l'iléo et au caecum (anatomie)1"
ENG FRE,ilk,"genre, statut, famille (groupe)0"
ENG FRE,ilk,identique; chake (écossais et anglais du nord)1
ENG FRE,ilk,"chaque; identique, de même nature, du même acabit5"
ENG FRE,ill fated,"qui n'a pas de chance, infortuné (personne vouée à l'échec); (journée, mission) fatal (e), fatidique"
ENG FRE,ill usage,"maltraité, mal utilisé"
ENG FRE,ill,"mal, misère; dégât; coup; maladie0="
ENG FRE,ill,"malade, mauvais, méchant, hostile; mal-; mé-,mau-1"
ENG FRE,ill,à peine; mal; de mauvaise façon; méchamment; avec méchanceté3=
ENG FRE,ill-being,situation critique
ENG FRE,ill-blood,"animosité, haine, hostilité"
ENG FRE,ill-gotten,"mal acquis, acquis malhonnêtement"
ENG FRE,ill-humor,"mauvaise humeur, qui fait la tête"
ENG FRE,ill-omened,éprouvant un malaise
ENG FRE,ill-spent,mal dépensé
ENG FRE,ill-timed,"mal à propos, inopportun, hors de propos"
ENG FRE,ill-treat,maltraiter
ENG FRE,illnessesillogic,illogique0!
ENG FRE,"illusions""illusional",illusoire1
ENG FRE,imageries=imaginable,"imaginable, être saisi, être compris1>"
ENG FRE,imagining*imagined,imaginaire; imaginé1>
ENG FRE,imaginingspimagism,"imagisme, théorie poétique née au début du siècle et opposée à la métrique conventionnelle0"
ENG FRE,imbalances2imbalanced,déséquilibré; incoordonné1!
ENG FRE,imbecilesAimbecile,imbécile; stupide; obtus d'esprit; absurde1=
ENG FRE,imitatingCimitated him,"l'a imité, l'a copié"
ENG FRE,imitatees¥imitation impulse,"envie d'imitation, désir d'imitation (envie instinctif de faire ce que l'on voie, d'imiter les mêmes gestes)"
ENG FRE,imitationsBimitation,"d'imitation, artificiel (peau, bijou etc.)1>"
ENG FRE,imitatorsjimmaculacy,"pureté, caractère immaculé; absence de tache; uniformité de la couleur (biologie)0"
ENG FRE,immersinglimmersed in problems,"plein de problèmes, noyé de problèmes"
ENG FRE,immersionsXimmigrant absorption,absorption de l'immigration
ENG FRE,immigrantsmimmigrants' colony,"implantation d'immigrants, un village d'immigrants"
ENG FRE,immortals(immortal,"immortel, éternel1>"
ENG FRE,immunities=immunization,vaccin; immunisation0
ENG FRE,imp,lutin; petit diable0
ENG FRE,impactingIimpacted,confinée (pour une dent); enfoncé; comprimé; serré1!
ENG FRE,impairingMimpaired judgement,jugement compromis
ENG FRE,imparting\impartation,"inculcation; don, attribution; livraison; révélation (d'un secret)0!"
ENG FRE,impeachersimpeachment,accusation pour mauvaise conduite ; mise en doute de la crédibilité d'un témoin; accusation; doute0
ENG FRE,impellents^impeller,"roue à aubes, turbine; incitateur; incitatif, pousse au crime0"
ENG FRE,impendingPimpending disaster,catastrophe imminente
ENG FRE,imperfectsJimperfect,"imparfait, défectueux; temps imparfait (grammaire)1?"
ENG FRE,imperialsimperial,impérial1=
ENG FRE,impetigosSimpetuosity,"impétuosité, rapidité, vivacité, impatience0"
ENG FRE,impetusestimpiety,"impiété; profanation, reniement (de la foi), sacrilège, blasphème; manque de respect0"
ENG FRE,impietiesMimpignorate,hypothéquer2!
ENG FRE,impingingSimpingement,"impact, empiétement; impression, pénétration0"
ENG FRE,"implanters,implausibility",invraisemblance0
ENG FRE,impleadersgimplement a pledge,"remplir ses devoirs, assumer sa fonction"
ENG FRE,implementspimplement,appliquer; exécuter; se réaliser; fournir des outils2>
ENG FRE,implodingAimploration,"imploration, supplications0"
ENG FRE,imploring5imploringly,"par supplication, en priant3>"
ENG FRE,"implosions,implosive",son sourd0!
ENG FRE,implosives3implosive,"implosif, explosion interne1!"
ENG FRE,importingBimportable,importable; qu'il est possible d'importer1!
ENG FRE,"importees,importer",importateur0>
ENG FRE,importers#importing,importation0>
ENG FRE,imposed on,a abusé de; abusé de l'amabilité de
ENG FRE,imposters?impostor,"imposteur, charlatan, tricheur0="
ENG FRE,impostorsIimposture,"duperie, fausse apparence, supercherie0"
ENG FRE,impostures,traitement impuissant (impotent)
ENG FRE,impotencesEimpotency,impuissance (sexuelle); impotence0
ENG FRE,impresserscimpressibility,"impressionnabilité, émotivité, caractère de ce qui est impressionnable0"
ENG FRE,imprinterssimprinting,"impression, influence (psychologie); envoi par le fond (d'un bateau); frappe de la monnaie0"
ENG FRE,improvingbimproved the situation,a amélioré la situation
ENG FRE,improversSimprovidence,"gaspillage; imprévoyance, incapacité de prévoir le futur0"
ENG FRE,impugningNimpugnable,contestable; dont la véracité peut être mise en doute1!
ENG FRE,impugnersIimpugnment,contestation; mise en doute de la véracité; défi0
ENG FRE,impulsionsEimpulsive,"impulsif, involontaire; spontané; velléitaire1?"
ENG FRE,impurities^imputable,"imputable, attribuable; dont on peut s'occuper, qui peut être attribué1!"
ENG FRE,in Hebrew,en Hébreu
ENG FRE,in a body,comme un seul homme
ENG FRE,in a mess,"en désordre, désordonné; dans une salle affaire, dans le pétrin"
ENG FRE,in a trice,"en un clin d'oeil, en un moins de rien"
ENG FRE,in a while,"rapidement, bientôt"
ENG FRE,in action,"en action; au combat (""mort au combat"""
ENG FRE,in answer,en réponse
ENG FRE,in arrears,en retard; à la fin du mois
ENG FRE,in blossom,en expansion
ENG FRE,in camera,à huis clos (débat juridique ayant lieu en présence d'un minimum de personnes et fermé au public)
ENG FRE,in chains,"menottes aux mains, mains liées; en détention"
ENG FRE,in chorus,en choeur (tous ensemble)
ENG FRE,in company,en compagnie
ENG FRE,in concert,"de paire, de concert, en accord"
ENG FRE,in custody,à la garde
ENG FRE,in danger,En danger>
ENG FRE,in detail,En détail>
ENG FRE,in dispute,est controversé
ENG FRE,in earnest,"sérieusement, en toute responsabilité"
ENG FRE,in essence,"dans son principe, dans son essence, dans sa base"
ENG FRE,en exil/in /exile?in existence,"existe, existant"
ENG FRE,in flames,"en flammes, qui prend feu"
ENG FRE,in for it,"va en voir, tomber bientôt dans la poubelle"
ENG FRE,in future,"à l'avenir, dans le futur"
ENG FRE,in general,en général
ENG FRE,in hiding,"dans un lieu secret, dans un lieu caché"
ENG FRE,in itself,par lui-même
ENG FRE,in lieu of,"à la place, au lieu"
ENG FRE,in motion,en mouvement
ENG FRE,in no wise,"en aucune façon, en aucun cas"
ENG FRE,in office,au gouvernement
ENG FRE,in outline,"dans les grandes lignes, en gros, de manière générale"
ENG FRE,en gage/in /pawnYin peace,"en paix (en silence, en tranquillité, en sécurité)"
ENG FRE,in poverty,"en misère, en pauvreté, difficilement, avec peine"
ENG FRE,in private,en privé; de manière privée
ENG FRE,in protest,en signe de protestation
ENG FRE,in public,en public
ENG FRE,in reality,"en réalité, dans la vie"
ENG FRE,in reserve,réservé
ENG FRE,in return,en retour
ENG FRE,in season,en son temps; en pleine saison; de saison
ENG FRE,in secrecy,"en secret, discrètement"
