headword,pos,definition,examples,synonyms
trawl,verb,fish with trawlers [verb.competition],,
tread,verb,"put down or press the foot, place the foot [verb.motion] | tread or stomp heavily or roughly [verb.motion] | crush as if by treading on [verb.contact] | brace (an archer's bow) by pressing the foot against the center [verb.contact] | apply (the tread) to a tire [verb.possession] | mate with [verb.contact]","For fools rush in where angels fear to tread | step on the brake | ""For fools rush in where angels fear to tread"" | ""step on the brake"" | The soldiers trampled across the fields","step, trample"
tread down,verb,walk on and flatten [verb.motion],"tramp down the grass | trample the flowers | ""tramp down the grass"" | ""trample the flowers""","tramp down, trample"
tread on,verb,place or press the foot on [verb.motion],"He stepped on the hem of her long gown | ""He stepped on the hem of her long gown""",step on
treadle,verb,tread over [verb.motion] | operate (machinery) by a treadle [verb.contact],"the brick maker treadles over clay to pick out the stones | ""the brick maker treadles over clay to pick out the stones""",
treasure,verb,hold dear [verb.possession] | be fond of [verb.emotion],"I prize these old photographs | ""I prize these old photographs"" | be attached to","prize, value, appreciate, care for, cherish, hold dear"
treat,verb,"interact in a certain way [verb.social] | subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition [verb.change] | provide treatment for [verb.body] | act on verbally or in some form of artistic expression [verb.communication] | provide with a gift or entertainment [verb.possession] | provide with choice or abundant food or drink [verb.consumption] | engage in negotiations in order to reach an agreement [verb.communication] | regard or consider in a specific way [verb.cognition]","Do right by her | Treat him with caution, please | Handle the press reporters gently | ""Do right by her"" | ""Treat him with caution, please""","handle, do by, process, care for, cover, plow, deal, address, regale"
treble,verb,sing treble [verb.communication] | increase threefold [verb.change],"Triple your income! | ""Triple your income!""",triple
tree,verb,force a person or an animal into a position from which he cannot escape [verb.motion] | plant with trees [verb.contact] | chase an animal up a tree [verb.competition] | stretch (a shoe) on a shoetree [verb.change],"this lot should be treed so that the house will be shaded in summer | ""this lot should be treed so that the house will be shaded in summer"" | the hunters treed the bear with dogs and killed it | her dog likes to tree squirrels | ""the hunters treed the bear with dogs and killed it""","corner, shoetree"
trek,verb,"journey on foot, especially in the mountains [verb.motion] | make a long and difficult journey [verb.motion]","We spent the summer trekking in the foothills of the Himalayas | ""We spent the summer trekking in the foothills of the Himalayas"" | They trekked towards the North Pole with sleds and skis | ""They trekked towards the North Pole with sleds and skis""",
trellis,verb,"train on a trellis, as of a vine [verb.social]",,
tremble,verb,move or jerk quickly and involuntarily up and down or sideways [verb.motion],"His hands were trembling when he signed the document | ""His hands were trembling when he signed the document""",
tremor,verb,shake with seismic vibrations [verb.motion],"The earth was quaking | ""The earth was quaking""",quake
trench,verb,"impinge or infringe upon [verb.social] | fortify by surrounding with trenches [verb.contact] | cut or carve deeply into [verb.contact] | set, plant, or bury in a trench [verb.contact] | cut a trench in, as for drainage [verb.contact] | dig a trench or trenches [verb.contact]","This impinges on my rights as an individual | This matter entrenches on other domains | ""This impinges on my rights as an individual"" | ""This matter entrenches on other domains"" | He trenched his military camp","impinge, encroach, entrench, ditch"
trend,verb,turn sharply [verb.motion],"The car cut to the left at the intersection | The motorbike veered to the right | change direction abruptly | ""The car cut to the left at the intersection"" | ""The motorbike veered to the right""","swerve, sheer, curve, veer, slue, slew, cut"
trepan,verb,"cut a hole with a trepan, as in surgery [verb.contact]",,
trephine,verb,operate on with a trephine [verb.body],,
trespass,verb,enter unlawfully on someone's property [verb.social] | make excessive use of [verb.social] | break the law [verb.social] | commit a sin [verb.social] | pass beyond (limits or boundaries) [verb.motion],"Don't trespass on my land! | ""Don't trespass on my land!"" | You are taking advantage of my good will! | She is trespassing upon my privacy | ""You are taking advantage of my good will!""","intrude, take advantage, sin, transgress, overstep"
triangulate,verb,divide into triangles or give a triangular form to [verb.social] | measure by using trigonometry [verb.cognition] | survey by triangulation [verb.cognition],"triangulate the piece of cardboard | ""triangulate the piece of cardboard"" | triangulate the angle | ""triangulate the angle"" | The land surveyor worked by triangulating the plot",
tribulate,verb,oppress or trouble greatly [verb.emotion],,
trice,verb,raise with a line [verb.contact] | hoist up or in and lash or secure with a small rope [verb.contact],"trice a window shade | ""trice a window shade""",trice up
trice up,verb,raise with a line [verb.contact] | hoist up or in and lash or secure with a small rope [verb.contact],"trice a window shade | ""trice a window shade""",trice
trick,verb,deceive somebody [verb.social],"We tricked the teacher into thinking that class would be cancelled next week | ""We tricked the teacher into thinking that class would be cancelled next week""","flim-flam, play a joke on, play tricks, fob, fox, pull a fast one on, play a trick on"
trick out,verb,put on special clothes to appear particularly appealing and attractive [verb.body],"She never dresses up, even when she goes to the opera | The young girls were all fancied up for the party | ""She never dresses up, even when she goes to the opera"" | ""The young girls were all fancied up for the party""","overdress, dress up, fig out, fig up, deck up, gussy up, fancy up, trick up, deck out"
trick up,verb,put on special clothes to appear particularly appealing and attractive [verb.body],"She never dresses up, even when she goes to the opera | The young girls were all fancied up for the party | ""She never dresses up, even when she goes to the opera"" | ""The young girls were all fancied up for the party""","overdress, dress up, fig out, fig up, deck up, gussy up, fancy up, deck out, trick out"
trickle,verb,"run or flow slowly, as in drops or in an unsteady stream [verb.motion]","water trickled onto the lawn from the broken hose | reports began to dribble in | ""water trickled onto the lawn from the broken hose"" | ""reports began to dribble in""","dribble, filter"
trifle,verb,waste time [verb.stative] | act frivolously [verb.social] | consider not very seriously [verb.cognition],"spend one's time idly or inefficiently | He is trifling with her | She plays with the thought of moving to Tasmania | ""He is trifling with her"" | ""She plays with the thought of moving to Tasmania""","piddle, wanton, wanton away, piddle away, frivol, dally, play"
trifle away,verb,spend wastefully [verb.possession],"wanton one's money away | ""wanton one's money away""","wanton, wanton away"
trifurcate,verb,divide into three [verb.change],"The road trifurcates at the bridge | ""The road trifurcates at the bridge""",
trigger,verb,put in motion or move to act [verb.creation] | release or pull the trigger on [verb.competition],"trigger a reaction | actuate the circuits | ""trigger a reaction"" | ""actuate the circuits"" | Trigger a gun","trip, actuate, activate, set off, spark off, spark, trigger off, touch off"
trigger off,verb,put in motion or move to act [verb.creation],"trigger a reaction | actuate the circuits | ""trigger a reaction"" | ""actuate the circuits""","trip, actuate, trigger, activate, set off, spark off, spark, touch off"
trill,verb,"pronounce with a trill, of the phoneme `r' [verb.communication] | sing or play with trills, alternating with the half note above or below [verb.communication]","Some speakers trill their r's | ""Some speakers trill their r's""","warble, quaver"
trim,verb,"remove the edges from and cut down to the desired size [verb.contact] | decorate, as with ornaments [verb.creation] | cut down on [verb.change] | balance in flight by regulating the control surfaces [verb.stative] | be in equilibrium during a flight [verb.stative] | decorate (food), as with parsley or other ornamental foods [verb.creation] | cultivate, tend, and cut back the growth of [verb.contact] | cut closely [verb.contact] | adjust (sails on a ship) so that the wind is optimally used [verb.change]","pare one's fingernails | trim the photograph | trim lumber | ""pare one's fingernails"" | ""trim the photograph""","pare, reduce, cut down, cut back, trim down, trim back, cut, bring down, garnish, dress, snip, clip, crop, lop, prune, shave"
trim back,verb,cut down on [verb.change],"reduce your daily fat intake | The employer wants to cut back health benefits | make a reduction in | ""reduce your daily fat intake"" | ""The employer wants to cut back health benefits""","reduce, cut down, cut back, trim, trim down, cut, bring down"
trim down,verb,cut down on [verb.change],"reduce your daily fat intake | The employer wants to cut back health benefits | make a reduction in | ""reduce your daily fat intake"" | ""The employer wants to cut back health benefits""","reduce, cut down, cut back, trim, trim back, cut, bring down"
trip,verb,"miss a step and fall or nearly fall [verb.motion] | cause to stumble [verb.motion] | make a trip for pleasure [verb.motion] | put in motion or move to act [verb.creation] | get high, stoned, or drugged [verb.consumption]","She stumbled over the tree root | ""She stumbled over the tree root"" | The questions on the test tripped him up | ""The questions on the test tripped him up"" | trigger a reaction","stumble, trip up, travel, jaunt, actuate, trigger, activate, set off, spark off, spark, trigger off, touch off, trip out, turn on, get off"
trip out,verb,"get high, stoned, or drugged [verb.consumption]","He trips every weekend | ""He trips every weekend""","trip, turn on, get off"
trip the light fantastic,verb,move in a pattern [verb.creation],"My husband and I like to dance at home to the radio | usually to musical accompaniment | do or perform a dance | ""My husband and I like to dance at home to the radio""","dance, trip the light fantastic toe"
trip the light fantastic toe,verb,move in a pattern [verb.creation],"My husband and I like to dance at home to the radio | usually to musical accompaniment | do or perform a dance | ""My husband and I like to dance at home to the radio""","dance, trip the light fantastic"
trip up,verb,detect a blunder or misstep [verb.cognition] | cause to stumble [verb.motion] | make an error [verb.cognition],"The reporter tripped up the senator | ""The reporter tripped up the senator"" | The questions on the test tripped him up | ""The questions on the test tripped him up"" | She slipped up and revealed the name","catch, trip, stumble, slip up"
triple,verb,increase threefold [verb.change] | hit a three-base hit [verb.contact],"Triple your income! | ""Triple your income!""",treble
triple-space,verb,type with two empty spaces between lines [verb.communication],,
triple-tongue,verb,play fast notes on a wind instrument [verb.creation],,double tongue
triplicate,verb,reproduce threefold [verb.creation],"triplicate the letter for the committee | ""triplicate the letter for the committee""",
trisect,verb,cut in three [verb.contact],"trisect a line | ""trisect a line""",
triumph,verb,prove superior [verb.competition] | be ecstatic with joy [verb.emotion] | dwell on with satisfaction [verb.communication] | to express great joy [verb.communication],"The champion prevailed, though it was a hard fight | ""The champion prevailed, though it was a hard fight"" | Who cannot exult in Spring? | ""Who cannot exult in Spring?""","prevail, wallow, rejoice, gloat, crow, exuberate, exult, jubilate"
trivialise,verb,make trivial or insignificant [verb.communication],"Don't trivialize the seriousness of the issue! | ""Don't trivialize the seriousness of the issue!""",trivialize
trivialize,verb,make trivial or insignificant [verb.communication],"Don't trivialize the seriousness of the issue! | ""Don't trivialize the seriousness of the issue!""",trivialise
troat,verb,emit a cry intended to attract other animals [verb.communication],used especially of animals at rutting time,
troll,verb,"circulate, move around [verb.motion] | cause to move round and round [verb.motion] | sing the parts of (a round) in succession [verb.creation] | angle with a hook and line drawn through the water [verb.competition] | sing loudly and without inhibition [verb.communication] | praise or celebrate in song [verb.communication] | speak or recite rapidly or in a rolling voice [verb.communication]","The child trolled her hoop | ""The child trolled her hoop"" | All tongues shall troll you | ""All tongues shall troll you""",
troop,verb,march in a procession [verb.motion] | move or march as if in a crowd [verb.motion],"the veterans paraded down the street | ""the veterans paraded down the street"" | They children trooped into the room | ""They children trooped into the room""","parade, promenade"
trot,verb,run at a moderately swift pace [verb.motion] | ride at a trot [verb.motion] | cause to trot [verb.motion],"She trotted the horse home | ""She trotted the horse home""","jog, clip"
trot out,verb,bring out and show for inspection and admiration [verb.perception],"His novel trots out a rich heiress | always able to trot out some new excuse | ""His novel trots out a rich heiress"" | ""always able to trot out some new excuse""",
trouble,verb,move deeply [verb.emotion] | to cause inconvenience or discomfort to [verb.social] | disturb in mind or make uneasy or cause to be worried or alarmed [verb.emotion] | take the trouble to do something [verb.social] | cause bodily suffering to and make sick or indisposed [verb.body],"This book upset me | A troubling thought | ""This book upset me"" | ""A troubling thought"" | Sorry to trouble you, but...","disturb, upset, put out, inconvenience, disoblige, discommode, incommode, bother, perturb, unhinge, disquiet, cark, distract, disorder, trouble oneself, inconvenience oneself, ail, pain"
trouble oneself,verb,take the trouble to do something [verb.social],"He did not trouble to call his mother on her birthday | Don't bother, please | concern oneself | ""He did not trouble to call his mother on her birthday"" | ""Don't bother, please""","trouble, bother, inconvenience oneself"
trouble-shoot,verb,solve problems [verb.change],"He is known to be good at trouble-shooting | ""He is known to be good at trouble-shooting""",troubleshoot
troubleshoot,verb,solve problems [verb.change],"He is known to be good at trouble-shooting | ""He is known to be good at trouble-shooting""",trouble-shoot
trounce,verb,"beat severely with a whip or rod [verb.contact] | come out better in a competition, race, or conflict [verb.competition] | censure severely or angrily [verb.communication]","The teacher often flogged the students | The children were severely trounced | ""The teacher often flogged the students"" | ""The children were severely trounced"" | Agassi beat Becker in the tennis championship","flog, welt, whip, lather, lash, slash, strap, beat, beat out, crush, shell, vanquish, call on the carpet, take to task, rebuke, rag, reproof, lecture, reprimand, jaw"
trowel,verb,use a trowel on [verb.contact],for light garden work or plaster work,
truck,verb,convey (goods etc.) by truck [verb.motion],"truck fresh vegetables across the mountains | ""truck fresh vegetables across the mountains""",
truckle,verb,yield to out of weakness [verb.stative] | try to gain favor by cringing or flattering [verb.communication],"He is always kowtowing to his boss | ""He is always kowtowing to his boss""","fawn, toady, bootlick, kowtow, kotow, suck up"
trudge,verb,"walk heavily and firmly, as when weary, or through mud [verb.motion]","Mules plodded in a circle around a grindstone | ""Mules plodded in a circle around a grindstone""","slog, footslog, plod, pad, tramp"
true,verb,"make level, square, balanced, or concentric [verb.change]","true up the cylinder of an engine | ""true up the cylinder of an engine""",true up
true up,verb,"make level, square, balanced, or concentric [verb.change]","true up the cylinder of an engine | ""true up the cylinder of an engine""",true
trump,verb,produce a sound as if from a trumpet [verb.perception] | get the better of [verb.competition] | play a trump [verb.competition] | proclaim or announce with or as if with a fanfare [verb.communication],"the goal was to best the competition | ""the goal was to best the competition""","outdo, outflank, best, scoop, ruff, trump out"
trump out,verb,proclaim or announce with or as if with a fanfare [verb.communication],,trump
trump up,verb,invent [verb.creation],"trump up charges | ""trump up charges""",concoct
trumpet,verb,"proclaim on, or as if on, a trumpet [verb.communication] | play or blow on the trumpet [verb.creation] | utter in trumpet-like sounds [verb.communication]","Liberals like to trumpet their opposition to the death penalty | ""Liberals like to trumpet their opposition to the death penalty"" | Elephants are trumpeting | ""Elephants are trumpeting""",
truncate,verb,replace a corner by a plane [verb.possession] | approximate by ignoring all terms beyond a chosen one [verb.cognition] | make shorter as if by cutting off [verb.change],"truncate a series | ""truncate a series"" | truncate a word | Erosion has truncated the ridges of the mountains | ""truncate a word""",cut short
trundle,verb,move heavily [verb.motion],"the streetcar trundled down the avenue | ""the streetcar trundled down the avenue""",
truss,verb,tie the wings and legs of a bird before cooking it [verb.contact] | secure with or as if with ropes [verb.contact] | support structurally [verb.contact],"tie down the prisoners | tie up the old newspapers and bring them to the recycling shed | ""tie down the prisoners"" | ""tie up the old newspapers and bring them to the recycling shed"" | truss the roofs","tie down, tie up, bind"
trust,verb,have confidence or faith in [verb.cognition] | allow without fear [verb.social] | be confident about something [verb.cognition] | expect and wish [verb.emotion] | confer a trust upon [verb.possession] | extend credit to [verb.possession],"We can trust in God | Rely on your friends | bank on your good education | I swear by my grandmother's recipes | ""We can trust in God""","swear, rely, bank, believe, hope, desire, entrust, intrust, confide, commit"
try,verb,"make an effort or attempt [verb.social] | put to the test, as for its quality, or give experimental use to [verb.social] | put on trial or hear a case and sit as the judge at the trial of [verb.social] | take a sample of [verb.consumption] | examine or hear (evidence or a case) by judicial process [verb.social] | give pain or trouble to [verb.emotion] | test the limits of [verb.emotion] | melt (fat or lard) in order to separate out impurities [verb.change] | put on a garment in order to see whether it fits and looks nice [verb.body]",He tried to shake off his fears | The infant had essayed a few wobbly steps | The police attempted to stop the thief | He sought to improve himself | She always seeks to do good in the world,"seek, attempt, essay, assay, test, prove, try out, examine, judge, adjudicate, sample, taste, hear, strain, stress, render, try on"
try for,verb,make an attempt at achieving something [verb.competition],"She tried for the Olympics | ""She tried for the Olympics""",go for
try on,verb,put on a garment in order to see whether it fits and looks nice [verb.body],"Try on this sweater to see how it looks | ""Try on this sweater to see how it looks""",try
try out,verb,"put to the test, as for its quality, or give experimental use to [verb.social] | try something new, as in order to gain experience [verb.social] | perform in order to get a role [verb.creation] | take a sample of [verb.consumption]","This approach has been tried with good results | Test this recipe | ""This approach has been tried with good results"" | ""Test this recipe"" | Students experiment sexually","test, prove, try, examine, essay, experiment, audition, sample, taste"
tsk,verb,"utter `tsk,' `tut,' or `tut-tut,' as in disapproval [verb.communication]",,"tut, tut-tut"
tube,verb,provide with a tube or insert a tube into [verb.possession] | convey in a tube [verb.motion] | ride or float on an inflated tube [verb.motion] | place or enclose in a tube [verb.contact],"inside Paris, they used to tube mail | ""inside Paris, they used to tube mail"" | We tubed down the river on a hot summer day | ""We tubed down the river on a hot summer day""",
tuck,verb,fit snugly into [verb.contact] | make a tuck or several folds in [verb.contact] | draw together into folds or puckers [verb.contact],"insert your ticket into the slot | tuck your shirttail in | ""insert your ticket into the slot"" | ""tuck your shirttail in"" | tuck the fabric","insert, gather, pucker"
tuck away,verb,eat up [verb.consumption],"My son tucked in a whole pizza | usually refers to a considerable quantity of food | ""My son tucked in a whole pizza""","tuck in, put away"
tuck in,verb,eat up [verb.consumption],"My son tucked in a whole pizza | usually refers to a considerable quantity of food | ""My son tucked in a whole pizza""","tuck away, put away"
tucker,verb,wear out completely [verb.body],"This kind of work exhausts me | I'm beat | He was all washed up after the exam | ""This kind of work exhausts me"" | ""I'm beat""","exhaust, wash up, beat, tucker out"
tucker out,verb,wear out completely [verb.body],"This kind of work exhausts me | I'm beat | He was all washed up after the exam | ""This kind of work exhausts me"" | ""I'm beat""","exhaust, wash up, beat, tucker"
tug,verb,pull hard [verb.contact] | strive and make an effort to reach a goal [verb.social] | tow (a vessel) with a tug [verb.contact] | carry with difficulty [verb.contact] | move by pulling hard [verb.contact] | pull or strain hard at [verb.contact] | struggle in opposition [verb.competition],"The prisoner tugged at the chains | This movie tugs at the heart strings | ""The prisoner tugged at the chains"" | ""This movie tugs at the heart strings"" | She tugged for years to make a decent living","labor, labour, push, drive, lug, tote"
tumble,verb,"fall down, as if collapsing [verb.motion] | cause to topple or tumble by pushing [verb.motion] | roll over and over, back and forth [verb.motion] | fly around [verb.motion] | fall apart [verb.motion] | throw together in a confused mass [verb.contact] | understand, usually after some initial difficulty [verb.cognition] | fall suddenly and sharply [verb.change] | put clothes in a tumbling barrel, where they are whirled about in hot air, usually with the purpose of drying [verb.change] | suffer a sudden downfall, overthrow, or defeat [verb.change] | do gymnastics, roll and turn skillfully [verb.body]","The tower of the World Trade Center tumbled after the plane hit it | ""The tower of the World Trade Center tumbled after the plane hit it"" | The clothes tumbled in the dryer | rising smoke whirled in the air | ""The clothes tumbled in the dryer""","topple, tip, whirl, whirl around, crumble, crumple, break down, collapse, catch on, get wise, get onto, latch on, cotton on, twig, get it"
tumble dry,verb,dry by spinning with hot air inside a cylinder [verb.change],"These fabrics are delicate and cannot be tumbled dry | ""These fabrics are delicate and cannot be tumbled dry""",
tumefy,verb,cause to become very swollen [verb.change] | expand abnormally [verb.change],"The bellies of the starving children are swelling | ""The bellies of the starving children are swelling""","swell, swell up, intumesce, tumesce"
tumesce,verb,expand abnormally [verb.change],"The bellies of the starving children are swelling | ""The bellies of the starving children are swelling""","swell, swell up, intumesce, tumefy"
tump over,verb,cause to overturn from an upright or normal position [verb.motion] | turn from an upright or normal position [verb.motion],"The cat knocked over the flower vase | the clumsy customer turned over the vase | he tumped over his beer | ""The cat knocked over the flower vase"" | ""the clumsy customer turned over the vase""","overturn, tip over, turn over, upset, knock over, bowl over"
tune,verb,adjust for (better) functioning [verb.change] | adjust the pitches of (musical instruments) [verb.change],"tune the engine | ""tune the engine"" | My piano needs to be tuned | ""My piano needs to be tuned""",tune up
tune in,verb,regulate (a radio or television set) in order to receive a certain station or program [verb.perception],,
tune up,verb,adjust for (better) functioning [verb.change] | adjust the pitches of (musical instruments) [verb.change],"tune the engine | ""tune the engine"" | My piano needs to be tuned | ""My piano needs to be tuned""",tune
tunnel,verb,move through by or as by digging [verb.motion] | force a way through [verb.contact],"burrow through the forest | ""burrow through the forest""",burrow
turf,verb,cover (the ground) with a surface layer of grass or grass roots [verb.contact],,
turf out,verb,put out or expel from a place [verb.contact],"The unruly student was excluded from the game | ""The unruly student was excluded from the game""","eject, chuck out, exclude, boot out, turn out"
turn,verb,"change orientation or direction, also in the abstract sense [verb.motion] | undergo a transformation or a change of position or action [verb.change] | undergo a change or development [verb.stative] | cause to move around or rotate [verb.motion] | change to the contrary [verb.change] | pass to the other side of [verb.motion] | pass into a condition gradually, take on a specific property or attribute [verb.change] | let (something) fall or spill from a container [verb.contact] | move around an axis or a center [verb.motion] | cause to move around a center so as to show another side of [verb.motion] | to send or let go [verb.motion] | to break and turn over earth especially with a plow [verb.creation] | shape by rotating on a lathe or cutting device or a wheel [verb.contact] | change color [verb.change] | twist suddenly so as to sprain [verb.body] | cause to change or turn into something different [verb.stative] | accomplish by rotating [verb.social] | get by buying and selling [verb.possession] | cause to move along an axis or into a new direction [verb.motion] | channel one's attention, interest, thought, or attention toward or away from something [verb.motion] | cause (a plastic object) to assume a crooked or angular form [verb.contact] | alter the functioning or setting of [verb.contact] | direct at someone [verb.competition] | have recourse to or make an appeal or request for help or information to [verb.communication] | go sour or spoil [verb.change] | become officially one year older [verb.change]","Turn towards me | The mugger turned and fled before I could see his face | She turned from herself and learned to listen to others' needs | ""Turn towards me"" | ""The mugger turned and fled before I could see his face""","change state, become, change by reversal, reverse, move around, grow, release, turn over, plow, plough, twist, sprain, wrench, wrick, rick, flex, bend, deform, call on, sour"
turn a blind eye,verb,refuse to acknowledge [verb.communication],"He turns a blind eye to the injustices in his office | ""He turns a blind eye to the injustices in his office""",
turn a loss,verb,fail to make money in a business [verb.possession],"I lost thousands of dollars on that bad investment! | The company turned a loss after the first year | make a loss or fail to profit | ""I lost thousands of dollars on that bad investment!"" | ""The company turned a loss after the first year""",lose
turn a nice dime,verb,make a satisfactory profit [verb.possession],"The company turned a nice dime after a short time | ""The company turned a nice dime after a short time""","turn a nice penny, turn a nice dollar"
turn a nice dollar,verb,make a satisfactory profit [verb.possession],"The company turned a nice dime after a short time | ""The company turned a nice dime after a short time""","turn a nice dime, turn a nice penny"
turn a nice penny,verb,make a satisfactory profit [verb.possession],"The company turned a nice dime after a short time | ""The company turned a nice dime after a short time""","turn a nice dime, turn a nice dollar"
turn a profit,verb,make a profit [verb.possession],"The company has not profited from the merger | gain money or materially | ""The company has not profited from the merger""",profit
turn a trick,verb,"have a customer, of a prostitute [verb.social]",,
turn around,verb,"turn abruptly and face the other way, either physically or metaphorically [verb.motion] | improve dramatically [verb.change] | improve significantly [verb.change]","He turned around to face his opponent | My conscience told me to turn around before I made a mistake | ""He turned around to face his opponent"" | ""My conscience told me to turn around before I made a mistake"" | The new strategy turned around sales","swing around, swing about, pick up"
turn away,verb,"move so as not face somebody or something [verb.motion] | turn from a straight course, fixed direction, or line of interest [verb.motion] | refuse entrance or membership [verb.social] | turn away or aside [verb.motion]","They turned away hundreds of fans | Black people were often rejected by country clubs | ""They turned away hundreds of fans"" | ""Black people were often rejected by country clubs"" | They averted their eyes when the King entered","deflect, bend, reject, turn down, refuse, avert"
turn back,verb,"retrace one's course [verb.motion] | go back to a previous state [verb.change] | force to go away [verb.motion] | hold back, as of a danger or an enemy [verb.competition] | turn inside out or upside down [verb.change]","The hikers got into a storm and had to turn back | ""The hikers got into a storm and had to turn back"" | We reverted to the old rules | ""We reverted to the old rules"" | Drive away potential burglars","backtrack, double back, revert, return, retrovert, regress, chase away, drive out, drive away, dispel, drive off, run off, check, arrest, stop, contain, hold back, invert, reverse"
turn down,verb,refuse to accept [verb.possession] | refuse entrance or membership [verb.social] | reject with contempt [verb.communication] | take a downward direction [verb.change] | make lower or quieter [verb.change],"He refused my offer of hospitality | ""He refused my offer of hospitality"" | They turned away hundreds of fans | Black people were often rejected by country clubs | ""They turned away hundreds of fans""","refuse, reject, pass up, decline, turn away, spurn, freeze off, scorn, pooh-pooh, disdain, lower, lour"
turn in,verb,make an entrance by turning from a road [verb.motion] | to surrender someone or something to another [verb.possession] | carry out (performances) [verb.creation],"Turn in after you see the gate | ""Turn in after you see the gate"" | the guard delivered the criminal to the police | render up the prisoners | render the town to the enemy","hand over, fork over, fork out, fork up, deliver, render, put on"
turn off,verb,cause to stop operating by disengaging a switch [verb.contact] | make a turn [verb.motion] | cause to feel intense dislike or distaste [verb.emotion],"Turn off the stereo, please | cut the engine | turn out the lights | ""Turn off the stereo, please"" | ""cut the engine""","switch off, cut, turn out, put off"
turn on,verb,"cause to operate by flipping a switch [verb.contact] | be contingent on [verb.stative] | produce suddenly or automatically [verb.perception] | become hostile towards [verb.change] | cause to be agitated, excited, or roused [verb.emotion] | stimulate sexually [verb.emotion] | get high, stoned, or drugged [verb.consumption]","switch on the light | turn on the stereo | ""switch on the light"" | ""turn on the stereo"" | The outcomes rides on the results of the election","switch on, depend on, devolve on, depend upon, ride, hinge on, hinge upon, agitate, rouse, charge, commove, excite, charge up, arouse, sex, wind up, trip, trip out, get off"
turn on a dime,verb,have a small turning radius [verb.motion],"My little subcompact car turns on a dime! | ""My little subcompact car turns on a dime!""",
turn one's stomach,verb,upset and make nauseated [verb.perception],"The smell of the food turned the pregnant woman's stomach | The mold on the food sickened the diners | ""The smell of the food turned the pregnant woman's stomach"" | ""The mold on the food sickened the diners""","sicken, nauseate"
turn out,verb,"be shown or be found to be [verb.stative] | prove to be in the result or end [verb.stative] | produce quickly or regularly, usually with machinery [verb.creation] | result or end [verb.stative] | come, usually in answer to an invitation or summons [verb.change] | bring forth, ""The apple tree bore delicious apples this year"" [verb.creation] | put out or expel from a place [verb.contact] | come and gather for a public event [verb.social] | outfit or equip, as with accessories [verb.possession] | turn outward [verb.motion] | cause to stop operating by disengaging a switch [verb.contact] | get up and out of bed [verb.body]","She proved to be right | The medicine turned out to save her life | She turned up HIV positive | ""She proved to be right"" | ""The medicine turned out to save her life""","prove, turn up, come out, bear, eject, chuck out, exclude, turf out, boot out, splay, spread out, rotate, switch off, cut, turn off, get up, arise, uprise, rise"
turn over,verb,"place into the hands or custody of [verb.possession] | cause to overturn from an upright or normal position [verb.motion] | move by turning over or rotating [verb.motion] | turn up, loosen, or remove earth [verb.contact] | do business worth a certain amount of money [verb.possession] | cause to move around a center so as to show another side of [verb.motion] | turn from an upright or normal position [verb.motion] | turn upside down, or throw so as to reverse [verb.contact] | think about carefully [verb.communication]","hand me the spoon, please | Turn the files over to me, please | He turned over the prisoner to his lawyers | ""hand me the spoon, please"" | ""Turn the files over to me, please""","pass, hand, reach, pass on, give, overturn, tip over, upset, knock over, bowl over, tump over, roll, dig, delve, cut into, turn, flip, flip over, consider, debate"
turn the tables,verb,cause a complete reversal of the circumstances [verb.change],"The tables are turned now that the Republicans are in power! | ""The tables are turned now that the Republicans are in power!""",turn the tide
turn the tide,verb,cause a complete reversal of the circumstances [verb.change],"The tables are turned now that the Republicans are in power! | ""The tables are turned now that the Republicans are in power!""",turn the tables
turn thumbs down,verb,vote against [verb.social],"The faculty turned thumbs down on the candidate for the Dean position | ""The faculty turned thumbs down on the candidate for the Dean position""",vote down
turn to,verb,speak to [verb.communication] | direct one's interest or attention towards [verb.change],"He addressed the crowd outside the window | ""He addressed the crowd outside the window"" | The pedophile turned to boys for satisfaction | People turn to mysticism at the turn of a millennium | go into",address
turn turtle,verb,overturn accidentally [verb.motion],"Don't rock the boat or it will capsize! | ""Don't rock the boat or it will capsize!""","capsize, turtle"
turn up,verb,appear or become visible [verb.change] | bend or lay so that one part covers the other [verb.contact] | discover the location of [verb.possession] | be shown or be found to be [verb.stative] | find by digging in the ground [verb.contact],"She turned up at the funeral | I hope the list key is going to surface again | make a showing | ""She turned up at the funeral"" | ""I hope the list key is going to surface again""","come on, come out, surface, show up, fold, fold up, locate, prove, turn out, excavate, dig up"
turn up the heat,verb,apply great or increased pressure [verb.social],"The Democrats turned up the heat on their candidate to concede the election | ""The Democrats turned up the heat on their candidate to concede the election""",turn up the pressure
turn up the pressure,verb,apply great or increased pressure [verb.social],"The Democrats turned up the heat on their candidate to concede the election | ""The Democrats turned up the heat on their candidate to concede the election""",turn up the heat
turtle,verb,"overturn accidentally [verb.motion] | hunt for turtles, especially as an occupation [verb.competition]","Don't rock the boat or it will capsize! | ""Don't rock the boat or it will capsize!""","capsize, turn turtle"
tusk,verb,stab or pierce with a horn or tusk [verb.contact] | remove the tusks of animals [verb.change],"the rhino horned the explorer | ""the rhino horned the explorer"" | tusk an elephant | ""tusk an elephant""","horn, detusk"
