headword,pos,definition,examples,synonyms
toxicodendron vernix,noun,smooth American swamp shrub with pinnate leaves and greenish flowers followed by greenish white berries [noun.plant],yields an irritating oil,"poison ash, poison dogwood, poison sumac, Rhus vernix"
toxicognath,noun,either of a pair of poison fangs in the modified front pair of legs of the centipede [noun.animal],,
toxicologist,noun,one who studies the nature and effects of poisons and their treatment [noun.person],,
toxicology,noun,the branch of pharmacology that deals with the nature and effects and treatments of poisons [noun.cognition],,
toxin,noun,a poisonous substance produced during the metabolism and growth of certain microorganisms and some higher plant and animal species [noun.substance],,
toxin antitoxin,noun,a mixture of toxin and antitoxin used to immunize against a disease [noun.substance],,
toxoid,noun,a bacterial toxin that has been weakened until it is no longer toxic but is strong enough to induce the formation of antibodies and immunity to the specific disease caused by the toxin [noun.substance],"diphtheria toxoid | ""diphtheria toxoid""",anatoxin
toxoplasmosis,noun,infection caused by parasites transmitted to humans from infected cats [noun.state],if contracted by a pregnant woman it can result in serious damage to the fetus,
toxostoma,noun,thrashers [noun.animal],,genus Toxostoma
toxostoma rufums,noun,common large songbird of eastern United States having reddish-brown plumage [noun.animal],,"brown thrasher, brown thrush"
toxotes,noun,type genus of the Toxotidae [noun.animal],,genus Toxotes
toxotes jaculatrix,noun,any of several small freshwater fishes that catch insects by squirting water at them and knocking them into the water [noun.animal],found in Indonesia and Australia,archerfish
toxotidae,noun,archerfishes [noun.animal],,family Toxotidae
toy,noun,an artifact designed to be played with [noun.artifact] | a nonfunctional replica of something else (frequently used as a modifier) [noun.artifact] | a device regarded as providing amusement [noun.artifact] | a copy that reproduces a person or thing in greatly reduced size [noun.artifact] | any of several breeds of very small dogs kept purely as pets [noun.animal],"a toy stove | ""a toy stove"" | private airplanes are a rich man's toy | ""private airplanes are a rich man's toy""","plaything, miniature, toy dog"
toy box,noun,chest for storage of toys [noun.artifact],,toy chest
toy business,noun,an industry that manufactures and sells toys for children [noun.group],,toy industry
toy chest,noun,chest for storage of toys [noun.artifact],,toy box
toy dog,noun,any of several breeds of very small dogs kept purely as pets [noun.animal],,toy
toy industry,noun,an industry that manufactures and sells toys for children [noun.group],,toy business
toy manchester,noun,breed of small Manchester terrier [noun.animal],,toy Manchester terrier
toy manchester terrier,noun,breed of small Manchester terrier [noun.animal],,toy Manchester
toy poodle,noun,the breed of very small poodles [noun.animal],,
toy soldier,noun,a doll that resembles a soldier [noun.artifact],,
toy spaniel,noun,a very small spaniel [noun.animal],,
toy terrier,noun,a small active dog [noun.animal],,
toying,noun,playful behavior intended to arouse sexual interest [noun.act],,"flirt, flirting, flirtation, coquetry, dalliance"
toynbee,noun,English historian who studied the rise and fall of civilizations looking for cyclical patterns (1889-1975) [noun.person],,"Arnold Toynbee, Arnold Joseph Toynbee"
toyohashi,noun,a Japanese city in southern Honshu on the Pacific shore [noun.location],,
toyon,noun,ornamental evergreen treelike shrub of the Pacific coast of the United States having large white flowers and red berrylike fruits [noun.plant],often placed in genus Photinia,"tollon, Christmasberry, Christmas berry, Heteromeles arbutifolia, Photinia arbutifolia"
toyonaki,noun,a Japanese city in southern Honshu [noun.location],main residential suburb of Osaka,
toyota,noun,an industrial city of Japan in southern Honshu [noun.location],,
toyshop,noun,shop where toys are sold [noun.artifact],,
tpn,noun,administration of a nutritionally adequate solution through a catheter into the vena cava [noun.act],used in cases of long-term coma or severe burns or severe gastrointestinal syndromes,"total parenteral nutrition, hyperalimentation"
tra-la,noun,a set of nonsensical syllables used while humming a refrain [noun.communication],,tra-la-la
tra-la-la,noun,a set of nonsensical syllables used while humming a refrain [noun.communication],,tra-la
trabecula,noun,rod-shaped structures of fibrous tissue that divide an organ into parts (as in the penis) or stabilize the structure of an organ (as in the spleen) [noun.body],,
trablous,noun,a port city and commercial center in northwestern Lebanon on the Mediterranean Sea [noun.location],,"Tarabulus, Tripoli, Tarabulus Ash-Sham"
trace,noun,a just detectable amount [noun.quantity] | an indication that something has been present [noun.communication] | a suggestion of some quality [noun.communication] | a drawing created by superimposing a semitransparent sheet of paper on the original image and copying on it the lines of the original image [noun.artifact] | either of two lines that connect a horse's harness to a wagon or other vehicle or to a whiffletree [noun.artifact] | a visible mark (as a footprint) left by the passage of person or animal or vehicle [noun.communication],"he speaks French with a trace of an accent | ""he speaks French with a trace of an accent"" | there wasn't a trace of evidence for the claim | a tincture of condescension | ""there wasn't a trace of evidence for the claim""","hint, suggestion, vestige, tincture, shadow, touch, ghost, tracing"
trace detector,noun,a screening device for traces of explosives [noun.artifact],used at airline terminals,
trace element,noun,an element that occurs at very small quantities in the body but is nonetheless important for many biological processes [noun.substance],,
trace program,noun,a utility program that exhibits the sequence and results of executing the instructions in another program [noun.communication],,
tracer,noun,an investigator who is employed to find missing persons or missing goods [noun.person] | an instrument used to make tracings [noun.artifact] | (radiology) any radioactive isotope introduced into the body to study metabolism or other biological processes [noun.artifact] | ammunition whose flight can be observed by a trail of smoke [noun.artifact],,tracer bullet
tracer bullet,noun,ammunition whose flight can be observed by a trail of smoke [noun.artifact],,tracer
tracery,noun,decoration consisting of an open pattern of interlacing ribs [noun.artifact],,
trachea,noun,membranous tube with cartilaginous rings that conveys inhaled air from the larynx to the bronchi [noun.body] | one of the tubules forming the respiratory system of most insects and many arachnids [noun.body],,windpipe
tracheal vein,noun,several small veins from the trachea [noun.body],,vena trachealis
tracheid,noun,long tubular cell peculiar to xylem [noun.plant],,
tracheitis,noun,inflammation of the trachea [noun.state],,
trachelospermum,noun,genus of Asiatic woody vines with milky sap in leaves and stems [noun.plant],,genus Trachelospermum
trachelospermum jasminoides,noun,evergreen Chinese woody climber with shiny dark green leaves and intensely fragrant white flowers [noun.plant],,"star jasmine, confederate jasmine"
tracheobronchitis,noun,common respiratory infection characterized by inflammation of the trachea and the bronchi [noun.state],,
tracheophyta,noun,in former classifications: comprising plants with a vascular system including ferns and fern allies as well as seed plants [noun.plant],,division Tracheophyta
tracheophyte,noun,"green plant having a vascular system: ferns, gymnosperms, angiosperms [noun.plant]",,vascular plant
tracheostomy,noun,a surgical operation that creates an opening into the trachea with a tube inserted to provide a passage for air [noun.act],performed when the pharynx is obstructed by edema or cancer or other causes,tracheotomy
tracheotomy,noun,a surgical operation that creates an opening into the trachea with a tube inserted to provide a passage for air [noun.act],performed when the pharynx is obstructed by edema or cancer or other causes,tracheostomy
trachinotus,noun,a genus of Carangidae [noun.animal],,genus Trachinotus
trachinotus carolinus,noun,found in coastal waters New England to Brazil except clear waters of West Indies [noun.animal],,Florida pompano
trachinotus falcatus,noun,large game fish [noun.animal],found in waters of the West Indies,permit
trachipteridae,noun,ribbonfishes [noun.animal],,family Trachipteridae
trachipterus,noun,type genus of the Trachipteridae [noun.animal],,genus Trachipterus
trachipterus arcticus,noun,deep-sea ribbonfish [noun.animal],,dealfish
trachodon,noun,large duck-billed dinosaur of the Cretaceous period [noun.animal],,trachodont
trachodont,noun,large duck-billed dinosaur of the Cretaceous period [noun.animal],,trachodon
trachoma,noun,a chronic contagious viral disease marked by inflammation of the conjunctiva and cornea of the eye and the formation of scar tissue [noun.state],,
trachurus,noun,the scads (particularly horse mackerels) [noun.animal],,genus Trachurus
trachurus symmetricus,noun,a California food fish [noun.animal],,"horse mackerel, jack mackerel, Spanish mackerel, saurel"
trachurus trachurus,noun,large elongated compressed food fish of the Atlantic waters of Europe [noun.animal],,"horse mackerel, saurel"
tracing,noun,the act of drawing a plan or diagram or outline [noun.act] | a drawing created by superimposing a semitransparent sheet of paper on the original image and copying on it the lines of the original image [noun.artifact] | the discovery and description of the course of development of something [noun.act],"the tracing of genealogies | ""the tracing of genealogies""",trace
tracing paper,noun,a semitransparent paper that is used for tracing drawings [noun.substance],,
tracing routine,noun,a routine that provides a chronological record of the execution of a computer program [noun.communication],,
track,noun,a line or route along which something travels or moves [noun.object] | evidence pointing to a possible solution [noun.cognition] | a pair of parallel rails providing a runway for wheels [noun.artifact] | a course over which races are run [noun.artifact] | a distinct selection of music from a recording or a compact disc [noun.communication] | an endless metal belt on which tracked vehicles move over the ground [noun.artifact] | (computer science) one of the circular magnetic paths on a magnetic disk that serve as a guide for writing and reading data [noun.artifact] | a groove on a phonograph recording [noun.artifact] | a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll [noun.artifact] | any road or path affording passage especially a rough one [noun.artifact] | the act of participating in an athletic competition involving running on a track [noun.act],"the hurricane demolished houses in its path | the track of an animal | the course of the river | ""the hurricane demolished houses in its path"" | ""the track of an animal""","path, course, lead, trail, racetrack, racecourse, raceway, cut, caterpillar track, caterpillar tread, data track, rail, rails, runway, cart track, cartroad, running"
track and field,noun,participating in athletic sports performed on a running track or on the field associated with it [noun.act],,
track event,noun,a footrace performed on a track (indoor or outdoor) [noun.event],,
track meet,noun,a track and field competition between two or more teams [noun.event],,
track record,noun,the fastest time ever recorded for a specific distance at a particular racetrack [noun.act] | the sum of recognized accomplishments [noun.act],"the track record for the mile and a half at Belmont is 2 minutes 24 seconds held by Secretariat since 1973 | ""the track record for the mile and a half at Belmont is 2 minutes 24 seconds held by Secretariat since 1973"" | the lawyer has a good record | the track record shows that he will be a good president | ""the lawyer has a good record""",record
track star,noun,a star runner [noun.person],,
track-to-track seek time,noun,(computer science) the time it takes for a read/write head to move to an adjacent data track [noun.time],,
trackball,noun,an electronic device consisting of a rotatable ball in a housing [noun.artifact],"a trackball is essentially an upside-down mouse | used to position the cursor and move images on a computer screen | ""a trackball is essentially an upside-down mouse""",
tracked vehicle,noun,a self-propelled vehicle that moves on tracks [noun.artifact],,
tracker,noun,someone who tracks down game [noun.person],,
tracking,noun,the pursuit (of a person or animal) by following tracks or marks they left behind [noun.act],,trailing
tracklayer,noun,a workman who lays and repairs railroad tracks [noun.person],,platelayer
trackless trolley,noun,a passenger bus with an electric motor that draws power from overhead wires [noun.artifact],,"trolleybus, trolley coach"
tract,noun,an extended area of land [noun.location] | a system of body parts that together serve some particular purpose [noun.body] | a brief treatise on a subject of interest [noun.communication] | a bundle of myelinated nerve fibers following a path through the brain [noun.body],published in the form of a booklet,"piece of land, piece of ground, parcel of land, parcel, pamphlet, nerve pathway, nerve tract, pathway"
tract house,noun,one of many houses of similar design constructed together on a tract of land [noun.artifact],,
tract housing,noun,housing consisting of similar houses constructed together on a tract of land [noun.artifact],,
tractability,noun,the trait of being easily persuaded [noun.attribute],,"tractableness, flexibility"
tractableness,noun,the trait of being easily persuaded [noun.attribute],,"tractability, flexibility"
tractarian,noun,a follower of Tractarianism and supporter of the Oxford movement (which was expounded in pamphlets called `Tracts for the Times') [noun.person],,
tractarianism,noun,principles of the founders of the Oxford movement as expounded in pamphlets called `Tracts for the Times' [noun.cognition],,Puseyism
traction,noun,the friction between a body and the surface on which it moves (as between an automobile tire and the road) [noun.phenomenon] | (orthopedics) the act of pulling on a bone or limb (as in a fracture) to relieve pressure or align parts in a special way during healing [noun.act],"his leg was in traction for several days | ""his leg was in traction for several days""","grip, adhesive friction"
traction engine,noun,steam-powered locomotive for drawing heavy loads along surfaces other than tracks [noun.artifact],,
tractor,noun,a wheeled vehicle with large wheels [noun.artifact] | a truck that has a cab but no body [noun.artifact],used in farming and other applications | used for pulling large trailers or vans,
tractor trailer,noun,a truck consisting of a tractor and trailer together [noun.artifact],,"trailer truck, trucking rig, rig, articulated lorry, semi"
tracy,noun,United States film actor who appeared in many films with Katharine Hepburn (1900-1967) [noun.person],,Spencer Tracy
trad,noun,traditional jazz as revived in the 1950s [noun.communication],,
trade,noun,the commercial exchange (buying and selling on domestic or international markets) of goods and services [noun.act] | the skilled practice of a practical occupation [noun.act] | the business given to a commercial establishment by its customers [noun.act] | a particular instance of buying or selling [noun.act] | people who perform a particular kind of skilled work [noun.group] | steady winds blowing from east to west above and below the equator [noun.phenomenon] | an equal exchange [noun.act],"Venice was an important center of trade with the East | they are accused of conspiring to constrain trade | ""Venice was an important center of trade with the East"" | ""they are accused of conspiring to constrain trade"" | he learned his trade as an apprentice","craft, patronage, deal, business deal, trade wind, barter, swap, swop"
trade acceptance,noun,a bill of exchange for a specific purchase [noun.possession],drawn on the buyer by the seller and bearing the buyer's acceptance,
trade balance,noun,the difference in value over a period of time of a country's imports and exports of merchandise [noun.possession],"a nation's balance of trade is favorable when its exports exceed its imports | ""a nation's balance of trade is favorable when its exports exceed its imports""","balance of trade, visible balance, trade gap"
trade barrier,noun,any regulation or policy that restricts international trade [noun.communication],,import barrier
trade bill,noun,a statute that would regulate foreign trade [noun.communication],,
trade book,noun,a book intended for general readership [noun.communication],,trade edition
trade cycle,noun,recurring fluctuations in economic activity consisting of recession and recovery and growth and decline [noun.event],,business cycle
trade deficit,noun,an excess of imports over exports [noun.possession],,
trade discount,noun,a discount from the list price of a commodity allowed by a manufacturer or wholesaler to a merchant [noun.possession],,
trade edition,noun,a book intended for general readership [noun.communication],,trade book
trade embargo,noun,a government order imposing a trade barrier [noun.communication],,"embargo, trade stoppage"
trade expense,noun,ordinary and necessary expenses incurred in a taxpayer's business or trade [noun.possession],,business expense
trade gap,noun,the difference in value over a period of time of a country's imports and exports of merchandise [noun.possession],"a nation's balance of trade is favorable when its exports exceed its imports | ""a nation's balance of trade is favorable when its exports exceed its imports""","balance of trade, trade balance, visible balance"
trade good,noun,articles of commerce [noun.artifact],,"commodity, good"
trade magazine,noun,a magazine published for and read by members of a particular trade group [noun.communication],,
trade name,noun,a name given to a product or service [noun.communication],,"brand name, brand, marque"
trade policy,noun,a government's policy controlling foreign trade [noun.communication],,national trading policy
trade protection,noun,the imposition of duties or quotas on imports in order to protect domestic industry against foreign competition [noun.act],"he made trade protection a plank in the party platform | ""he made trade protection a plank in the party platform""",protection
trade rat,noun,any of several bushy-tailed rodents of the genus Neotoma of western North America [noun.animal],hoards food and other objects,"packrat, pack rat, bushytail woodrat, Neotoma cinerea"
trade route,noun,a lane at sea that is a regularly used route for vessels [noun.artifact] | a route followed by traders (usually in caravans) [noun.location],,"seaway, sea lane, ship route"
trade school,noun,a secondary school teaching the skilled trades [noun.group],,vocational school
trade secret,noun,a secret (method or device or formula) that gives a manufacturer an advantage over the competition [noun.communication],,
trade stoppage,noun,a government order imposing a trade barrier [noun.communication],,"embargo, trade embargo"
trade union,noun,an organization of employees formed to bargain with the employer [noun.group],"you have to join the union in order to get a job | ""you have to join the union in order to get a job""","union, labor union, trades union, brotherhood"
trade union movement,noun,an organized attempt by workers to improve their status by united action (particularly via labor unions) or the leaders of this movement [noun.group],,"labor movement, labor"
trade unionism,noun,the system or principles and theory of labor unions [noun.group],,unionism
trade unionist,noun,a worker who belongs to a trade union [noun.person],,"unionist, union member"
trade wind,noun,steady winds blowing from east to west above and below the equator [noun.phenomenon],"they rode the trade winds going west | ""they rode the trade winds going west""",trade
trade-in,noun,an item of property that is given in part payment for a new one [noun.possession],,
trade-last,noun,a compliment that I heard about you that I offer to trade for a compliment you have heard about me [noun.communication],,
trade-off,noun,an exchange that occurs as a compromise [noun.act],"I faced a tradeoff between eating and buying my medicine | ""I faced a tradeoff between eating and buying my medicine""",tradeoff
tradecraft,noun,skill acquired through experience in a trade [noun.cognition],"instructional designers are trained in something that might be called tradecraft | the CIA chief of station accepted responsibility for his agents' failures of tradecraft | often used to discuss skill in espionage | ""instructional designers are trained in something that might be called tradecraft"" | ""the CIA chief of station accepted responsibility for his agents' failures of tradecraft""",
trademark,noun,a distinctive characteristic or attribute [noun.attribute] | a formally registered symbol identifying the manufacturer or distributor of a product [noun.communication],,"hallmark, earmark, stylemark"
tradeoff,noun,an exchange that occurs as a compromise [noun.act],"I faced a tradeoff between eating and buying my medicine | ""I faced a tradeoff between eating and buying my medicine""",trade-off
trader,noun,someone who purchases and maintains an inventory of goods to be sold [noun.person],,"bargainer, dealer, monger"
trades union,noun,an organization of employees formed to bargain with the employer [noun.group],"you have to join the union in order to get a job | ""you have to join the union in order to get a job""","union, labor union, trade union, brotherhood"
tradescant,noun,English botanist who was one of the first to collect specimens of plants (1570-1638) [noun.person],,John Tradescant
tradescant's aster,noun,a variety of aster [noun.plant],,
tradescantia,noun,spiderworts [noun.plant],,genus Tradescantia
tradesman,noun,a merchant who owns or manages a shop [noun.person],,"shopkeeper, storekeeper, market keeper"
tradespeople,noun,people engaged in trade [noun.group],,
trading,noun,buying or selling securities or commodities [noun.act],,
trading card,noun,a card with a picture on it [noun.artifact],collected and traded by children,
trading floor,noun,a large room in a exchange where the trading is done [noun.artifact],"he is a floor trader | ""he is a floor trader""",floor
trading operations,noun,financial transactions at a brokerage [noun.act],having to do with the execution of trades and keeping customer records,operations
trading post,noun,a retail store serving a sparsely populated region [noun.artifact],usually stocked with a wide variety of merchandise,"country store, general store"
trading stamp,noun,a token resembling a stamp given by a retailer to a buyer [noun.communication],the token is redeemable for articles on a special list,
tradition,noun,an inherited pattern of thought or action [noun.cognition] | a specific practice of long standing [noun.cognition],,custom
traditional knowledge,noun,knowledge gained through tradition or anecdote [noun.cognition],"early peoples passed on plant and animal lore through legend | ""early peoples passed on plant and animal lore through legend""",lore
traditionalism,noun,strict adherence to traditional methods or teachings [noun.attribute] | adherence to tradition (especially in cultural or religious matters) [noun.act] | the doctrine that all knowledge was originally derived by divine revelation and that it is transmitted by traditions [noun.cognition],,traditionality
traditionalist,noun,one who adheres to traditional views [noun.person],,diehard
traditionality,noun,strict adherence to traditional methods or teachings [noun.attribute],,traditionalism
traducement,noun,a false accusation of an offense or a malicious misrepresentation of someone's words or actions [noun.communication],,"defamation, calumny, calumniation, obloquy, hatchet job"
traducer,noun,one who attacks the reputation of another by slander or libel [noun.person],,"defamer, maligner, slanderer, vilifier, libeler, backbiter"
trafalgar,noun,a naval battle in 1805 off the southwest coast of Spain [noun.act],the French and Spanish fleets were defeated by the English under Nelson (who was mortally wounded),battle of Trafalgar
trafalgar square,noun,a square in central London where there is a memorial to Admiral Nelson [noun.location],,
traffic,noun,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time [noun.group] | buying and selling [noun.act] | the amount of activity over a communication system during a given period of time [noun.communication] | social or verbal interchange (usually followed by `with') [noun.act],"especially illicit trade | heavy traffic overloaded the trunk lines | traffic on the internet is lightest during the night | ""heavy traffic overloaded the trunk lines"" | ""traffic on the internet is lightest during the night""",dealings
traffic circle,noun,a road junction at which traffic streams circularly around a central island [noun.artifact],"the accident blocked all traffic at the rotary | ""the accident blocked all traffic at the rotary""","circle, rotary, roundabout"
traffic control,noun,control of the flow of traffic in a building or a city [noun.act],,
traffic cop,noun,a policeman who controls the flow of automobile traffic [noun.person],,
traffic court,noun,a court that has power to prosecute for traffic offenses [noun.group],,
traffic island,noun,a curbed area in a roadway from which traffic is excluded [noun.artifact],provides safe area for pedestrians,"safety island, safety isle, safety zone"
traffic jam,noun,a number of vehicles blocking one another until they can scarcely move [noun.group],,snarl-up
traffic lane,noun,a lane of a main road that is defined by painted lines [noun.artifact],"that car is in the wrong traffic lane | ""that car is in the wrong traffic lane""",
traffic light,noun,a visual signal to control the flow of traffic at intersections [noun.communication],,"traffic signal, stoplight"
traffic pattern,noun,the path that is prescribed for an airplane that is preparing to land at an airport [noun.location],"the traffic patterns around O'Hare are very crowded | they stayed in the pattern until the fog lifted | ""the traffic patterns around O'Hare are very crowded"" | ""they stayed in the pattern until the fog lifted""","approach pattern, pattern"
traffic signal,noun,a visual signal to control the flow of traffic at intersections [noun.communication],,"traffic light, stoplight"
trafficator,noun,a blinking light on a motor vehicle that indicates the direction in which the vehicle is about to turn [noun.communication],,"blinker, turn signal, turn indicator"
trafficker,noun,someone who promotes or exchanges goods or services for money [noun.person],,"seller, marketer, vender, vendor"
tragacanth,noun,"a gum used in pharmacy, adhesives, and textile printing [noun.substance]",,
tragedian,noun,a writer (especially a playwright) who writes tragedies [noun.person] | an actor who specializes in tragic roles [noun.person],,
tragedienne,noun,an actress who specializes in tragic roles [noun.person],,
tragedy,noun,an event resulting in great loss and misfortune [noun.event] | drama in which the protagonist is overcome by some superior force or circumstance [noun.communication],"the whole city was affected by the irremediable calamity | the earthquake was a disaster | ""the whole city was affected by the irremediable calamity"" | ""the earthquake was a disaster"" | excites terror or pity","calamity, catastrophe, disaster, cataclysm"
tragelaphus,noun,African antelopes: kudus [noun.animal],bongos | nyalas | bushbucks,"genus Tragelaphus, Strepsiceros, genus Strepsiceros"
tragelaphus angasi,noun,spiral-horned South African antelope with a fringe of white hairs along back and neck [noun.animal],,nyala
tragelaphus buxtoni,noun,shaggy antelope of mountains of Ethiopia [noun.animal],,mountain nyala
tragelaphus eurycerus,noun,large forest antelope of central Africa having a reddish-brown coat with white stripes and spiral horns [noun.animal],,"bongo, Boocercus eurycerus"
tragelaphus imberbis,noun,a smaller variety of kudu [noun.animal],,lesser kudu
tragelaphus scriptus,noun,antelope with white markings like a harness and twisted horns [noun.animal],,"bushbuck, guib"
tragelaphus strepsiceros,noun,a variety of kudu [noun.animal],,greater kudu
tragic flaw,noun,the character flaw or error of a tragic hero that leads to his downfall [noun.state],,hamartia
tragicomedy,noun,a dramatic composition involving elements of both tragedy and comedy usually with the tragic predominating [noun.communication] | a comedy with serious elements or overtones [noun.communication],,seriocomedy
tragopan,noun,brilliantly colored Asian pheasant having wattles and two fleshy processes on the head [noun.animal],,
tragopogon,noun,genus of Old World herbs with linear entire leaves and yellow or purple flower heads [noun.plant],,genus Tragopogon
tragopogon dubius,noun,European perennial naturalized throughout United States having hollow stems with a few long narrow tapered leaves and each bearing a solitary pale yellow flower [noun.plant],,yellow salsify
tragopogon porrifolius,noun,Mediterranean biennial herb with long-stemmed heads of purple ray flowers and milky sap and long edible root [noun.plant],naturalized throughout United States,"salsify, oyster plant, vegetable oyster"
tragopogon pratensis,noun,weedy European annual with yellow flowers [noun.plant],naturalized in United States,"meadow salsify, goatsbeard, shepherd's clock"
tragulidae,noun,chevrotains [noun.animal],,family Tragulidae
tragulus,noun,type genus of the Tragulidae [noun.animal],,genus Tragulus
tragulus javanicus,noun,chevrotain somewhat larger than the kanchil [noun.animal],found in India and Malaya,napu
tragulus kanchil,noun,small chevrotain of southeastern Asia [noun.animal],,kanchil
tragus,noun,a small cartilaginous flap in front of the external opening of the ear [noun.body],,
trail,noun,a track or mark left by something that has passed [noun.object] | a path or track roughly blazed through wild or hilly country [noun.artifact] | evidence pointing to a possible solution [noun.cognition],"there as a trail of blood | a tear left its trail on her cheek | ""there as a trail of blood"" | ""a tear left its trail on her cheek"" | the police are following a promising lead","lead, track"
trail bike,noun,a lightweight motorcycle equipped with rugged tires and suspension [noun.artifact],an off-road motorcycle designed for riding cross country or over unpaved ground,"dirt bike, scrambler"
trail boss,noun,the person responsible for driving a herd of cattle [noun.person],,
trail head,noun,the beginning of a trail [noun.location],,trailhead
trail riding,noun,riding along a roughly blazed path [noun.act],,
trailblazer,noun,someone who marks a trail by leaving blazes on trees [noun.person] | someone who helps to open up a new line of research or technology or art [noun.person],,"pioneer, innovator, groundbreaker"
trailer,noun,someone who takes more time than necessary [noun.person] | an advertisement consisting of short scenes from a motion picture that will appear in the near future [noun.communication] | a large transport conveyance designed to be pulled by a truck or tractor [noun.artifact] | a wheeled vehicle that can be pulled by a car or truck and is equipped for occupancy [noun.artifact],someone who lags behind,"dawdler, drone, laggard, lagger, poke, preview, prevue, house trailer"
trailer camp,noun,a camp where space for house trailers can be rented [noun.artifact],utilities are generally provided,trailer park
trailer park,noun,a camp where space for house trailers can be rented [noun.artifact],utilities are generally provided,trailer camp
trailer truck,noun,a truck consisting of a tractor and trailer together [noun.artifact],,"tractor trailer, trucking rig, rig, articulated lorry, semi"
trailhead,noun,the beginning of a trail [noun.location],,trail head
trailing,noun,the pursuit (of a person or animal) by following tracks or marks they left behind [noun.act],,tracking
trailing arbutus,noun,low-growing evergreen shrub of eastern North America with leathery leaves and clusters of fragrant pink or white flowers [noun.plant],,"mayflower, Epigaea repens"
trailing edge,noun,the rear edge of an airfoil [noun.artifact],,
trailing four o'clock,noun,trailing plant having crowded clusters of 3 brilliant deep pink flowers resembling a single flower blooming near the ground [noun.plant],found in dry gravelly or sandy soil | southwestern United States and Mexico,"trailing windmills, Allionia incarnata"
trailing windmills,noun,trailing plant having crowded clusters of 3 brilliant deep pink flowers resembling a single flower blooming near the ground [noun.plant],found in dry gravelly or sandy soil | southwestern United States and Mexico,"trailing four o'clock, Allionia incarnata"
train,noun,public transport provided by a line of railway cars coupled together and drawn by a locomotive [noun.artifact] | a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding [noun.group] | a procession (of wagons or mules or camels) traveling together in single file [noun.group] | a series of consequences wrought by an event [noun.event] | piece of cloth forming the long back section of a gown that is drawn along the floor [noun.artifact] | wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed [noun.artifact],"express trains don't stop at Princeton Junction | ""express trains don't stop at Princeton Junction"" | a string of islands | train of mourners | a train of thought","railroad train, string, caravan, wagon train, gearing, gear, geartrain, power train"
train depot,noun,terminal where trains load or unload passengers or goods [noun.artifact],,"railway station, railroad station, railroad terminal, train station"
train dispatcher,noun,a railroad employer who is in charge of a railway yard [noun.person],,"yardmaster, trainmaster"
train fare,noun,the fare charged for traveling by train [noun.possession],,
train of thought,noun,the connections that link the various parts of an event or argument together [noun.cognition],"I couldn't follow his train of thought | he lost the thread of his argument | ""I couldn't follow his train of thought"" | ""he lost the thread of his argument""",thread
train oil,noun,a white to brown oil obtained from whale blubber [noun.substance],formerly used as an illuminant,whale oil
train set,noun,a toy consisting of small models of railroad trains and the track for them to run on [noun.artifact],,
train station,noun,terminal where trains load or unload passengers or goods [noun.artifact],,"railway station, railroad station, railroad terminal, train depot"
train ticket,noun,a ticket good for a ride on a railroad train [noun.communication],,railroad ticket
trainband,noun,a company of militia in England or America from the 16th century to the 18th century [noun.group],,
trainbandsman,noun,a member of a trainband [noun.person],,
trainbearer,noun,one who holds up the train of a gown or robe on a ceremonial occasion [noun.person],,
trained nurse,noun,someone who has completed the course of study (including hospital practice) at a nurses training school [noun.person],,graduate nurse
trained worker,noun,a worker who has acquired special skills [noun.person],,"skilled worker, skilled workman"
trainee,noun,someone who is being trained [noun.person],,
traineeship,noun,financial aid that enables you to get trained for a specified job [noun.possession],"the bill provided traineeships in vocational rehabilitation | ""the bill provided traineeships in vocational rehabilitation""",
trainer,noun,one who trains other persons or animals [noun.person] | simulator consisting of a machine on the ground that simulates the conditions of flying a plane [noun.artifact],,flight simulator
training,noun,activity leading to skilled behavior [noun.act] | the result of good upbringing (especially knowledge of correct social behavior) [noun.attribute],"a woman of breeding and refinement | ""a woman of breeding and refinement""","preparation, grooming, education, breeding"
training college,noun,a school providing training for a special field or profession [noun.group],,
training program,noun,a program designed for training in specific skills [noun.cognition],,
training school,noun,a school providing practical vocational and technical training [noun.group] | correctional institution for the detention and discipline and training of young or first offenders [noun.artifact],,"reformatory, reform school"
training ship,noun,a ship used to train students as sailors [noun.artifact],,school ship
training table,noun,planned meals for athletes in training (usually served in a mess hall) [noun.food],,
trainload,noun,quantity that can be carried by a train [noun.quantity],,
trainman,noun,an employee of a railroad [noun.person],,"railroader, railroad man, railwayman, railway man"
trainmaster,noun,a railroad employer who is in charge of a railway yard [noun.person],,"yardmaster, train dispatcher"
trait,noun,a distinguishing feature of your personal nature [noun.attribute],,
traitor,noun,someone who betrays his country by committing treason [noun.person] | a person who says one thing and does another [noun.person],,"treasonist, double-crosser, double-dealer, two-timer, betrayer"
traitorousness,noun,disloyalty by virtue of subversive behavior [noun.attribute],,"treason, subversiveness"
traitress,noun,female traitor [noun.person],,
trajan,noun,Roman Emperor and adoptive son of Nerva [noun.person],extended the Roman Empire to the east and conducted an extensive program of building (53-117),Marcus Ulpius Traianus
trajectory,noun,the path followed by an object moving through space [noun.phenomenon],,flight
